,,Tier,Name,Level,Effect,Existingeffect,Neweffect,CostRaw,Costcustomizable,,Tier_4
,,13,Hyper Portalling,3,Vehicle Capacity,10%,15%,,,,
,,13,Hyper Portalling,4,Vehicle Capacity,15%,20%,,,,
,,13,Hyper Portalling,5,Vehicle Capacity,20%,25%,,,,
,,13,Hyper Portalling,6,Vehicle Capacity,25%,30%,,,,
,,13,Hyper Portalling,7,Vehicle Capacity,30%,35%,,,,
,,13,Hyper Portalling,8,Vehicle Capacity,35%,40%,,,,
,,13,Hyper Portalling,9,Vehicle Capacity,40%,45%,,,,
,,13,Hyper Portalling,10,Vehicle Capacity,45%,50%,,,,
,,13,Hyper Portalling,11,Vehicle Capacity,50%,55%,,,,
,,13,Hyper Portalling,12,Vehicle Capacity,55%,60%,,,,
,,13,Hyper Portalling,13,Vehicle Capacity,60%,65%,,,,
,,13,Hyper Portalling,14,Vehicle Capacity,65%,70%,,,,
,,13,Hyper Portalling,15,Vehicle Capacity,70%,75%,,,,
,,13,Hyper Portalling,16,Vehicle Capacity,75%,80%,,,,
,,13,Hyper Portalling,17,Vehicle Capacity,80%,85%,,,,
,,13,Hyper Portalling,18,Vehicle Capacity,85%,90%,,,,
,,13,Hyper Portalling,19,Vehicle Capacity,90%,95%,,,,
,,13,Hyper Portalling,20,Vehicle Capacity,95%,100%,,,,
,,13,Hyper Portalling,21,Vehicle Capacity,100%,105%,,,,
,,13,Hyper Portalling,22,Vehicle Capacity,105%,110%,,,,
,,13,Hyper Portalling,23,Vehicle Capacity,110%,115%,,,,
,,13,Hyper Portalling,24,Vehicle Capacity,115%,120%,,,,
,,13,Hyper Portalling,25,Vehicle Capacity,120%,125%,,,,
,,13,Relativity Optimization,1,Laying Increase,0%,10%,,,,
,,13,Relativity Optimization,2,Laying Increase,10%,20%,,,,
,,13,Relativity Optimization,3,Laying Increase,20%,30%,,,,
,,13,Relativity Optimization,4,Laying Increase,30%,40%,,,,
,,13,Relativity Optimization,5,Laying Increase,40%,50%,,,,
,,13,Relativity Optimization,6,Laying Increase,50%,60%,,,,
,,13,Relativity Optimization,7,Laying Increase,60%,70%,,,,
,,13,Relativity Optimization,8,Laying Increase,70%,80%,,,,
,,13,Relativity Optimization,9,Laying Increase,80%,90%,,,,
,,13,Relativity Optimization,10,Laying Increase,90%,100%,,,,
